id,requirement,defect,weak_word
1903,"If the state of the charge prediction is `` Odometer off '' AND as soon as the trigger `` vehicle is unlocked '' occures, the state of the charing display is `` Display charge prediction in the odometer ''.",ok,soon
1904,"If the state of the energy flow is `` Plugged & Ground Pad inactive '' AND as soon as the trigger `` Energy is transfered (OBC) '' occures, the state of the energy flow is `` Plugged & Charge & Ground Pad inactive ''.",ok,soon
1905,"When the player is paused because of `` Vehicle in motion '', the system shall resume playing the current video file as soon as `` Vehicle in motion '' does not apply anymore.",ok,soon
1906,"As soon as the `` ADAPT user name '' and the allocated `` ADAPT position NUM '' have been saved, the System shall delete the received `` Data Set '' in the temporary storage.",ok,soon
1907,"As soon as the conditions with respect to data security are state of the art, replication of the database contents must be enabled online via the internet.",ok,soon
1908,"Vehicles with RAS (actors, sensors, ECU, interface communication) shall be used as development vehicles as soon as they are available.",ok,soon
1909,"As soon as one of the specified conditions is FALSE, the bus communication monitoring shall be deactivated (and the Generic Debounce Timer will be reset).",ok,soon
1910,"If the call stack cannot be output via the logging interface, it shall be saved and, following system restart, output via the logging interface as soon as logging is available again and a client can record the output.",ok,soon
1911,The same Hardware shall be employable for mixed reception as soon as signal definition is finalized and service is available.,ok,soon
1912,"The supplier shall check new releases of mentioned documents to adapt damaged media lists for BLURAY media, as soon as available.",ok,soon
1913,"Reversible failure reactions are deactivated during the driving cycle, as soon as the failure disappears.",ok,soon
1914,"As soon as the engine speed exceeds a calibratable threshold, all injectors respectively torque relevant injections have to be shut-off.",ok,soon
1915,"As soon as a validation ends successfully, the remaining items in the list shall be skipped.",ok,soon
1916,"The charge system shall indicate to SCC to start a RENEGOTIATIONotiation of the charge schedule, as soon as the last SalesTariffEntry becomes active within the active charge profile.",ok,soon
1917,The ambient and cooling water temperature distributions have to be verified with vehicle as soon as available.,ok,soon
1918,This is necessary as soon as the lock from the vehicle inlet is closed until the charge process is finalized by unlocking the coupler intentionally.,ok,soon
1919,"As soon as the network management stops communication, the interlock loop is no longer supervised.",ok,soon
1920,As soon as an error has been detected the DTC state shall be set to `` ERROR ''.,ok,soon
1921,"In case that a CAN-Limphome-Mode or a CAN-error is identified, the charge coupler is unlocked as soon as the charger has terminated the charging mode.",ok,soon
1922,The interlock error condition is reset as soon as a closed interlock loop is detected.,ok,soon
1923,The error reaction is reset as soon as the supervision of the interlock loop is possible and the interlock signal becomes valid again.,ok,soon
1924,As soon as the CAN Signal returns to a valid value (OBL_Rq_Mod equal not SNA) the error shall be reset (but the event is stored in the error memory) and the OBC returns to regular operation.,ok,soon
1925,As soon as the CAN Signals return to a valid value (not SNA) the error shall be reset and the OBC returns to regular operation.,ok,soon
1926,The Control Pilot is considered as `` Connected '' as soon as the Control Pilot Pin changes its state from the unconnected state (this might be Hardware specific behavior).,ok,soon
1927,"As soon as full AC Power is available again, the OBC shall return to full functional mode without vehicle or end-customer intervention.",ok,soon
1928,"As soon as the copy process is finished, the MPDT transmission Handler shall confirm the reception of the data packet by sending a positive response answering the right request.",ok,soon
1929,The SCC Main Function shall start as soon as the ECU starts.,ok,soon
1930,A specific message sequence is started as soon as Download_Contract_Certificate.Set message is received indicating that the sequence is not complete (Sequence Transmission State equal sequence in progress).,ok,soon
1931,A specific message sequence is finalized as soon as a Download_Contract_Certificate.Set message is received indicating that the sequence is complete (Sequence Transmission State equal sequence complete).,ok,soon
1932,"As soon as the HV battery charging is complete (SOC ~ 100 %), the dc / dc converter will be used to charge the LV battery via power net and on board charger.",ok,soon
